workspace_id,doctor_id,name,actual_id,gender,experience,speciality_id,speciality_name,speciality_alias,is_active,profile_url,profile_pic,languages,hospitals
78323888282175,do1769590050071,Swathi G T,,,,12,Physiotherapist,"Physiotherapy, Physical Therapy, Rehab, PT",Yes,,,,"Ovum Hospitals – Hennur:Bengaluru:Karnataka:684966c2cc2d87001db0c315:::Ovum Women and Child Speciality Hospital, Hennur"
78323888282175,do1775020258515,Vijayalakshmi Paramesh,,,,6,Not Specified,,Yes,,,,"Ovum Hospitals – Hennur:Bengaluru:Karnataka:684966c2cc2d87001db0c315:::Ovum Women and Child Speciality Hospital, Hennur"
78323888282175,174980906541269,Radhika M,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/41441286-9d75-4877-9db1-6d5bd87f1f03.webp,,"Ovum Hospitals – Budigere Cross:Bengaluru:Karnataka:68496736cfcc9d001d081919:::Ovum Women and Child Speciality Hospital, Budigere"
78323888282175,174980906503319,Trupti N,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/8532b765-db3e-4f7b-a435-03a4ee998577.webp,,"Ovum Hospitals – Budigere Cross:Bengaluru:Karnataka:68496736cfcc9d001d081919:::Ovum Women and Child Speciality Hospital, Budigere"
78323888282175,176007232860375,Seela Vandhana,,,,9,Paediatrics Sub-Speciality,"Paediatric Subspecialty, Pediatric Subspecialty",Yes,,,,"Ovum Hospitals – Budigere Cross:Bengaluru:Karnataka:68496736cfcc9d001d081919:::Ovum Women and Child Speciality Hospital, Budigere"
78323888282175,175993042598433,Latha L,,,,11,Pediatrics,"Paediatrics, Child Health, Children's Medicine, Paediatrician",Yes,,,,"Ovum Hospitals – Budigere Cross:Bengaluru:Karnataka:68496736cfcc9d001d081919:::Ovum Women and Child Speciality Hospital, Budigere"
78323888282175,174980906477118,Rajesh Babu,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,https://doctoronboarding.eka.care/270b17ed-e0a2-4318-a273-ce98525c8a1d.webp,,"Ovum Hospitals – Budigere Cross:Bengaluru:Karnataka:68496736cfcc9d001d081919:::Ovum Women and Child Speciality Hospital, Budigere"
78323888282175,175713709295024,Geetha R,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,do1764047022819,Gagandeep M Y,,,,13,Radiology,"Imaging, Diagnostic Radiology, X-Ray, Ultrasound, Scan",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,do1769056660042,Achala KP,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,174980906717619,Vishnu Vandana,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/80600d40-fab3-4d11-bd95-479e1cf2c842.webp,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,174980906638862,Sharath S Ghalige,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,174980906673314,Punith S,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,https://doctoronboarding.eka.care/4622924e-1329-44cb-b5bc-5e84445c0bec.webp,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,175713694168934,Shradha Malhotra,,,,13,Radiology,"Imaging, Diagnostic Radiology, X-Ray, Ultrasound, Scan",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,174980908170226,Eash Hoskote,,,,11,Pediatrics,"Paediatrics, Child Health, Children's Medicine, Paediatrician",Yes,,https://doctoronboarding.eka.care/85a6ec7c-e9d6-4c5b-9ed3-84f777de1d64.webp,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,175713702005531,Sweta Choudhary,,,,2,Fetal Medicine,"Maternal-Fetal Medicine, MFM, Perinatology, Feto-maternal",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,175713680144049,Shweta Choudhury,,,,11,Pediatrics,"Paediatrics, Child Health, Children's Medicine, Paediatrician",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,175517537423089,Maheshwari M,,,,14,Reproductive Medicine,"IVF, Fertility, ART, IUI, Infertility Treatment",Yes,,,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,174980906785439,Maya V Kumar,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/2c999f37-41d6-44d6-b80d-32ee9ee2f6f2.webp,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,174980906823770,Gowri M,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/a5b8c773-0de1-4857-8045-d5ef9aa9f382.webp,,"Ovum Hospitals – HSR Layout:Bengaluru:Karnataka:684967002399ab001dade3a1:::Ovum Women and Child Speciality Hospital, HSR Layout"
78323888282175,d-1761800445292,Ayesha Gulzar Ahamed,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,175999632375887,Padma S,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,174980907633935,Nagesh Mruthyunjaya,,,,13,Radiology,"Imaging, Diagnostic Radiology, X-Ray, Ultrasound, Scan",Yes,,https://doctoronboarding.eka.care/f1a3297f-6407-40d3-bb85-4bdf8710729f.webp,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,175999639576153,Nagendra Prasad,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,176007142960632,Chandan G D,,,,8,Paediatric Dentist,"Pediatric Dentistry, Kids Dentist, Child Dental",Yes,,,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,174980907661924,Meghana Kulkarni,,,,13,Radiology,"Imaging, Diagnostic Radiology, X-Ray, Ultrasound, Scan",Yes,,,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,175637416808188,Harshitha N,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,,,"Ovum Hospitals – Banashankari:Bengaluru:Karnataka:684965a7cfcc9d001d081843:::#216 A, 100ft Outer Ring Road, Near Kathriguppe Signal, 2nd Block, 3rd Phase, Banashankari 3rd Stage"
78323888282175,175136664940161,Bhavya Vays,,,,1,Allergy Specialist,"Allergist, Immunologist, Allergy & Immunology",Yes,,,,Unknown::::::
78323888282175,do1774501550899,Nabila Rahman,,,,6,Not Specified,,Yes,,,,Unknown::::::
78323888282175,174980906903787,Avinash B S,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,https://doctoronboarding.eka.care/c1af36bc-2415-4478-a86c-50284774e49c.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,176007296619574,Sunil S Raikar,,,,11,Pediatrics,"Paediatrics, Child Health, Children's Medicine, Paediatrician",Yes,,,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,174980906957682,Murali Mohan Voona,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,https://doctoronboarding.eka.care/806102d8-5bd5-49b1-b1fe-f79c52671cf0.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,174980906982517,Lakshmi Devi M,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/9770c6a7-94c2-4e79-99bb-06873311f4a8.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,176007366423976,Sushmitha S,,,,11,Pediatrics,"Paediatrics, Child Health, Children's Medicine, Paediatrician",Yes,,,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,174980907008528,Amulya B,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/7222bd3e-8a6c-42f9-a8ee-8e4b57538aa3.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,174980906931643,Sunil Kumar,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,https://doctoronboarding.eka.care/40b9943d-8a2d-469a-adf1-2fc706ccd5d6.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,174980907037557,Sharvani O,,,,7,Obstetrics & Gynecology,"OB-GYN, Gynaecology, Gynecology, Obstetrics, Women's Health, OBG",Yes,,https://doctoronboarding.eka.care/3218d29a-b931-4eec-9d80-d6818c5266e3.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
78323888282175,174980906876938,Sneha M,,,,5,Neonatology,"Newborn Care, NICU, Neonatal Medicine, Neonatologist",Yes,,https://doctoronboarding.eka.care/a2e2fa71-50d1-48e2-8df1-949e8e824b9a.webp,,"Ovum Hospitals – Bhattarahalli:Bengaluru:Karnataka:684966e2cfcc9d001d0818e4:::Ovum Women and Child Speciality Hospital, Bhattarahalli"
